技能ID;技能名称;技能描述;消耗;何时触发;触发辅助;对敌我方;目标类型;选择规则;选择范围;效果类型;效果值;附带技能;回合最大使用次数;单场最大使用次数;是否有有益的;是否处于调试中
20036;吞噬世界;任意附属神离场时，自身永久＋5攻击力，获得10点生命值。任意单位离场时，自身永久＋1攻击力（每回合至多发动1次）。;0;8;0;1;6;0;0;3;5;22018,29703;-1;-1;1;0
20037;缠绕世界;己方回合开始时，所有单位失去1点生命值，己方全体本回合＋1攻击力。自身失去生命值时，装填时间－1。;0;22;0;1;6;0;0;13;-1;22017,29704;-1;-1;1;0
20038;燕之子安贝;装填弹幕时，召唤1体［辉夜复制型］（每回合至多发动2次）。;0;24;0;1;1;2;0;6;25038;0;2;999;1;0
20039;隼魔;自身初始移动力＋1。所有巨人召唤物攻击力＋1，初始移动力＋1，每移动1格，召唤1体【冰霜巨人】（每回合至多发动3次）。;0;1;0;1;1;2;0;6;22030;21913,21964,21965;3;999;1;0
20040;猿军;攻击时消耗4点行动点，攻击时，召唤1体【哈努曼分灵】（每回合至多触发一次）。;0;3;0;1;1;2;0;6;24069;22118;1;-1;0;0
20043;天狱;【掠取】50%。己方回合开始时，若自身不处于迷雾，则永久＋2攻击力，并获得8点护盾与【圣盾】。;0;35;0;1;6;0;0;3;2;22105,23105,27713;-1;-1;1;0
20045;轻装上阵;攻击命中敌方单位时，随机召唤1体【强化量产型】（单局游戏至多发动一次）。;0;11;0;1;1;2;0;132;24375,24376,24377,24378,24379,24380,24381,24382,24383;0;1;1;1;0
20046;除魔卫道;当敌方使用弹幕卡时，己方所有单位＋3护盾，自身永久＋2攻击力；当敌方使用神迹卡时，己方所有单位获得2点生命值。;0;52;0;1;6;0;0;3;2;22046,21904;-1;-1;1;0
20047;月崩;己方回合开始时，敌方所有单位装填时间＋1。自身攻击时，敌方手牌永久提高1点行动点消耗（每回合至多发动1次）。;0;6;0;0;7;0;0;13;1;21914;-1;999;1;0
20048;调解者;自身移动时，每移动1格获得1张神迹卡［责任者］（恢复1点行动点）（每回合至多发动2次）。;0;1;0;1;5;0;0;21;36054;0;2;-1;1;0
20049;剑锋磨砺;每次攻击前，＋2攻击力，持续1回合。;0;40;0;1;6;0;0;25;4;0;-1;-1;1;0
20050;凶星;自身离场时，敌方舍弃所有手牌，解除敌方全场迷雾。;0;21;0;0;5;0;0;23;1;22050;-1;-1;0;0
20051;深渊;装填弹幕卡时，召唤1体［尼采］（攻击力：7／生命值：7。命中敌方单位时，被命中单位【封足】，持续1回合。攻击后自身离场，离场时敌方所有封足的单位失去5点生命值。）（每回合至多发动3次）。;0;24;0;1;1;2;0;6;22089;0;3;-1;1;0
20052;偶像制造;己方回合开始时，己方全体单位＋5护盾。;0;6;0;1;7;0;0;5;5;0;-1;-1;1;0
20053;整备;自身＋护盾时，己方全体永久＋1攻击力，当前装填时间－1（每回合至多发动1次）。;0;2;0;1;7;0;0;3;1;22053;1;999;1;0
20054;量产魂;除主神外任意单位被召唤时，额外召唤一个相同个体。;0;0;0;0;0;0;0;-1;0;0;0;0;0;0
20055;天门守护;【坚壁】，【反击】。;0;6;0;1;10;0;0;19;1;24400;1;1000;1;0
20056;远见;当敌方使用神迹卡时，己方所有单位永久＋1攻击力。;0;50;0;1;7;0;0;3;1;0;-1;-1;0;0
20057;军神;当敌方使用弹幕卡时，敌方所有单位失去3点生命值。;0;52;0;0;7;0;0;1;-3;0;-1;-1;0;0
20058;诸界破灭;己方回合开始时，自身永久＋3攻击力。攻击后，双方随机舍弃1张手牌（每回合至多发动2次）。自身＋护盾时，获得5点生命值（每回合至多发动2次）。自身失去生命值时，敌方随机单位失去3点生命值（每回合至多发动2次）。;0;3;0;2;5;0;0;73;1;200581,200582,200583;2;-1;0;0
200581;诸界破灭;己方回合开始时，自身永久＋3攻击力。;0;6;0;1;6;0;0;3;3;0;-1;-1;0;0
200582;诸界破灭;自身＋护盾时，获得5点生命值（每回合至多发动2次）。;0;2;0;1;6;0;0;1;5;0;2;-1;0;0
200583;诸界破灭;自身失去生命值时，敌方随机单位失去3点生命值（每回合至多发动2次）。;0;22;0;0;4;2;0;1;-3;0;2;-1;1;0
20059;万物赐福;己方回合开始时，己方所有单位永久＋1移动力，己方随机单位＋2～4点攻击力，持续1回合。;0;6;0;1;4;2;0;74;38,39,40;22059;-1;-1;0;0
20060;威严万丈;己方回合开始时，己方全体永久+1~3攻击力。敌方回合开始时，弃掉己方所有手牌。;0;6;0;1;7;0;0;127;1,55,2,40,3,5;27704;-1;-1;0;0
20061;紫渊之民;【反击】，自身攻击后，敌方随机舍弃1张手牌（每回合至多发动2次）。;0;3;0;0;5;0;0;73;1;23061;2;-1;0;0
20062;苍空之民;自身每回合首次【突击】。;0;3;0;1;5;0;0;75;1;0;1;999;0;0
20063;莲花;每获得一张卡时，己方所有单位＋2护盾（每回合至多发动3次），己方随机单位+1攻击力，持续1回合。（每回合至多发动4次）。;0;27;0;1;7;0;0;5;2;21920;3;-1;1;0
20064;象的智略;无法攻击，无法装填，己方回合开始时，敌方所有单位失去4点生命值。;0;6;0;0;7;0;0;1;-4;0;-1;-1;1;0
20065;迦梨;己方回合开始时，【变化】为［迦梨］。命中敌人时，己方所有单位获得5点生命值。;0;6;0;1;6;0;0;80;20066;22065;-1;-1;0;0
20066;迦梨;己方回合开始时，【变化】为［帕尔瓦蒂］。命中敌人时，敌方所有单位失去5点生命值。;0;6;0;1;6;0;0;80;20065;22066;-1;-1;0;0
20067;三箭的神威;【坚壁】，自身失去生命值时，祈愿倒计时－1。;0;0;0;0;0;0;0;-1;0;0;0;0;0;0
20068;天命循环;离场时，敌方所有单位失去8点生命值，召唤1体［奥西里斯（重生）］（攻击力：8／生命值：20。技能与奥西里斯相同）。;0;21;0;0;7;0;0;1;-8;23068;-1;-1;0;0
20069;祸土;敌方使用神迹卡时，敌方手牌中所有神迹卡增加9点行动点消耗，持续1回合。;0;0;0;0;0;0;0;-1;0;0;0;0;0;0
20071;生命永恒;仅1次，己方任意附属神离场时，将其以20点生命值的状态复活一次。自身离场时，己方所有单位获得10点生命值。;0;0;0;0;0;0;0;-1;0;0;0;0;0;0
20072;母狮;【掠取】100％，【反击】。;0;11;0;1;6;0;0;98;100;23072;-1;-1;0;0
20073;吉兆之猫;每移动1格，自身永久＋1攻击力（每回合至多发动4次），自身失去生命值时随机移动至迷雾区域（无迷雾时原地不动）。;0;1;0;1;6;0;0;3;1;23073;4;999;0;0
20074;智慧回响;每回合敌方首次使用卡牌时，复制该卡牌并置入己方手牌。;0;0;0;0;0;0;0;-1;0;0;0;0;0;0
20075;战争呼唤;失去生命值时，己方所有单位＋1攻击力，持续1回合，随机解除敌方2格迷雾（每回合至多发动2次）。;0;22;0;1;7;0;0;25;17;23075;2;-1;0;0
20076;月之诅咒;己方主神永久处于迷雾；当敌方使用神迹卡时，敌方所有单位失去3点生命值（每回合至多使用1次），并【封刃】，持续1回合。己方回合开始时获得1张神迹卡【咒缚之法】（行动点消耗：3，秘术，自身被命中时，敌方主神失去9点生命值）。;0;15;0;1;10;0;0;25;2;22076,23076,24076;-1;-1;1;0
20077;古之朝阳;己方回合开始时，不处于迷雾的单位失去2点生命值。己方主神离场时自身成为主神并继承主神技能。;0;0;0;0;0;0;0;-1;0;0;0;0;0;0
20078;日轮疾驰;初始移动力+2。每移动1格自身获得2点生命值。攻击时自身失去6点生命值（每回合至多发动1次）。自身离场时，敌方舍弃所有手牌，【净化】敌方所有单位。;0;21;0;0;5;0;0;23;1;21915,200781,200782;-1;-1;0;0
200781;日轮疾驰;每移动1格自身获得2点生命值;0;1;0;1;6;0;0;1;2;0;3;-1;1;0
200782;日轮疾驰;攻击时自身失去6点生命值;0;3;0;1;6;0;0;1;-6;0;1;-1;0;0
20079;冥土之盾;在场时，己方所有单位不会受到【圣盾】，【封足】，【封刃】，【创伤】以及针对攻击力或移动力改变的影响。;0;0;0;0;0;0;0;-1;0;0;0;0;0;0
20080;龙颚的巨兽;命中敌方单位时，被命中单位每回合失去3点生命值，持续3回合，可叠加。;0;11;0;0;20;0;0;25;76;0;-1;999;0;0
20081;死灵守护者;己方回合开始时获得一张［幸运爆弹］，【业火】发动时，敌方所有单位失去5点生命值。;0;0;0;0;0;0;0;-1;0;0;0;0;0;0
20082;啃噬;【业火】发动时，获得一张［幸运爆弹］。;0;0;0;0;0;0;0;-1;0;0;0;0;0;0
20083;昔日的荣光;【掠取】100％，己方回合开始时，自身永久＋1攻击力，随机解除敌方2格迷雾（优先解除无单位区域迷雾）。;0;6;0;1;6;0;0;3;1;22083,21908;-1;-1;1;0
20084;常在战阵;己方回合开始时，己方所有单位＋4护盾，＋1移动力，持续1回合。;0;6;0;1;7;0;0;5;4;22084;-1;-1;0;0
20085;丰穰的冥后;游戏开始时，己方所有单位提高5点护盾上限，己方回合开始时己方随机单位获得10点护盾，敌方回合开始时，己方所有单位获得等同于冥后奇稻田护盾值50％的生命值，己方回合开始时，自身护盾若为0，自身获得6点攻击力，持续1回合。;0;6;0;1;4;2;0;5;10;22122,22130,22131;-1;-1;0;0
20086;暴发户;己方回合开始时，获得1张神迹卡【财富】（抽2张卡）。;0;6;0;1;5;0;0;21;38111;0;1;-1;1;0
20087;往来常世;自身失去生命值时，自身随机移动至迷雾区域（无迷雾时原地不动）。自身+护盾时，获得【常世异术】（每回合至多发动1次）。;0;22;0;1;6;0;0;27;1;20290;-1;-1;1;0
20088;良禽;与天探女同时在场时，己方回合开始时，己方所有单位获得【圣盾】，＋4攻击力，持续1回合。当天探女离场时，天若日子一同离场。;0;36;0;1;7;0;0;25;3;20288;-1;-1;1;0
20089;陪臣;与天若日子同时在场时，己方回合开始时，随机解除敌方2格迷雾（优先解除无单位区域迷雾）。当天若日子离场时，天探女一同离场。;0;36;0;0;21;2;0;33;1;0;-1;-1;1;0
20090;净土华光;命中敌人时，消除对象已装填弹幕与【秘术】。被命中时（普通攻击／弹幕攻击），敌方攻击单位解除迷雾。;0;0;0;0;0;0;0;-1;0;0;0;0;0;0
20093;煽动者;任意单位离场时，己方所有单位永久＋1攻击力。（每回合至多发动2次，单局游戏至多发动6次）;0;37;0;1;7;0;0;3;1;0;2;6;0;0
20094;信使;攻击后，己方主神获得5点生命值，＋5护盾。;0;3;0;1;10;0;0;1;5;21916;-1;-1;0;0
20095;永驻的青春;己方每回合首次使用神迹卡降低4点行动点消耗。;0;6;0;1;5;0;0;83;-4;0;1;999;0;0
20096;胜利宣判者;自身无法装填；任意附属神离场时，召唤1体［胜利宣判者］（攻击力：23／生命值：10。【突击】，攻击后离场）。;0;8;0;1;1;2;0;6;27001;0;9;999;1;0
20097;诗与乐;己方回合开始时，己方所有单位＋1～3攻击力，持续2回合。;0;6;0;1;7;0;0;74;55,56,57,58,59,60,61,62;0;-1;-1;0;0
20098;至黑魔龙;【反击】，己方回合开始时，自身永久＋2攻击力，己方主神失去3点生命值。命中敌方单位时，被命中单位【封足】，持续1回合，己方主神获得3点生命值（每回合至多发动1次）。;0;11;0;0;20;0;0;25;9;22098,23098,24098,29705;1;-1;1;0
20099;咒缚之指环;己方回合开始时，己方另一体附属神永久－2攻击力，失去5点生命值。自身获得【圣盾】，永久＋2攻击力，提升5点生命值上限并获得5点生命值。;0;6;0;1;9;0;0;1;-5;22099,23099,26099,24099,25099;0;0;0;0
20102;穷鼠之噬;【反击】，攻击命中后永久降低自身4点攻击力（每回合至多发动一次），自身被命中时，敌方攻击单位解除迷雾并【封足】【封刃】。;0;20;0;0;11;0;0;72;1;22132,22133,22134,221021;-1;-1;0;0
20103;荒土的蛮王;【掠取】150％，攻击时，敌方随机单位【封刃】，持续1回合（每回合至多发动1次）。;0;3;0;0;4;2;0;25;8;21908;1;999;0;0
20104;魔兽之母;每获得一张卡时，召唤1体【坚冰巨人】（每回合至多发动2次）。;0;27;0;1;1;2;0;6;22031;0;2;-1;1;0
20105;微言;通玄真人在场每回合开始时，提升主神3生命值上限，永久＋1攻击力。任意单位离场时，获得一张弹幕卡【阴】或弹幕卡【阳】（每回合至多发动2次）。;0;37;0;1;5;0;0;97;49905,49904;201051,201052;2;-1;0;0
201051;微言;通玄真人在场时，每回合开始提升主神3生命值上限;0;6;0;1;10;0;0;2;3;0;-1;-1;1;0
201052;微言;通玄真人在场时，每回合开始主神永久＋1攻击力;0;6;0;1;10;0;0;3;1;0;-1;-1;1;0
20106;贵虚;己方回合开始时，获得一张弹幕卡［无贵］（行动点消耗：0／攻击力：1／装填时间：0／攻击范围：单点）。装填弹幕时，随机解除2格迷雾。（每回合至多发动2次）;0;6;0;1;5;0;0;21;49903;27714;-1;999;0;0
20107;变化万端;命中敌人时，该单位【清除】。被命中时，敌方攻击单位解除迷雾。自身被攻击离场时，敌方攻击单位完全离场。;0;11;0;0;20;0;0;14;1;22107,27705;0;0;0;0
20108;鬼谷神算;己方回合开始时，己方卡组中所有弹幕卡永久＋1攻击力，己方手牌中所有弹幕卡永久降低1点行动点消耗。攻击时，敌方手牌中所有神迹卡永久提高1点行动点消耗（每回合至多发动1次）。;0;6;0;1;31;0;0;88;1;22108,27706;1;999;1;0
20109;人理的顶点;己方每回合首次使用弹幕卡时，不消耗行动点。;0;0;0;0;0;0;0;-1;0;0;0;0;0;0
20110;要塞广寒;【反击】，自身失去生命值时，随机移动至迷雾区域（无迷雾时原地不动）。装填弹幕卡时，永久+1攻击力，己方随机覆盖1格迷雾（每回合至多发动3次）。;0;22;0;1;6;0;0;27;1;22110,23110,22135;-1;-1;1;0
20111;常暗;自身永久处于迷雾（仍然会受到伤害）。命中敌方单位时，敌方所有单位永久-1攻击力，自身永久＋1攻击力（每个回合至多发动2次），己方随机覆盖2格迷雾（每个回合至多发动1次）。;0;15;0;1;6;0;0;25;2;22111,23111,23112,23113;-1;-1;1;0
20112;复仇之眼;任意单位离场时，己方所有【秘术】（手牌、卡组）降低1点行动点消耗，随机获得一张品质为普通的神迹卡（每回合至多发动2次）。自身离场时，获得本局内使用过的所有【秘术】，行动点消耗变为0。;0;37;0;1;33;0;0;99;-1;21906,201121;-1;-1;1;0
201121;复仇之眼;任意单位离场时，己方所有【秘术】（手牌、卡组）降低1点行动点消耗，随机获得一张品质为普通的神迹卡（每回合至多发动2次）。自身离场时，获得本局内使用过的所有【秘术】，行动点消耗变为0。;0;37;0;1;5;0;0;79;3;0;2;-1;1;0
20113;华纳神王;【福音】，【胜利庇佑】，己方回合开始时，自身提高3点生命值上限并获得5点生命值。攻击时，自身永久+1攻击力（每回合至多发动1次）;0;6;0;1;6;0;0;2;3;20123,20124,20125,20126;-1;-1;1;0
20114;盛夏;己方回合开始时，获得1张【夏日祝福】。敌方回合开始时，敌方获得1张【酷热】。己方使用神迹卡时，召唤1体【夏之魂灵】（每回合至多发动1次，单局至多发动5次）。;0;29;0;1;1;2;0;6;29958;20127,20133;1;5;1;0
20115;凛冬;每当敌方获得1张卡时，己方获得1张卡。每获得1张卡，自身提高2点生命值上限，己方主神+2护盾（每回合至多发动2次）。自身失去生命值时，敌方手牌永久提高1点行动点消耗（每回合至多发动1次）。;0;68;0;1;5;0;0;12;1;20116,20117,20118;-1;-1;1;0
20116;凛冬;每获得1张卡，己方主神获得2点护盾（每回合至多发动2次）;0;27;0;1;10;0;0;5;2;0;2;-1;1;0
20117;凛冬;每获得1张卡，自身提高2点生命值上限（每回合至多发动2次）;0;27;0;1;6;0;0;2;2;0;2;-1;1;0
20118;凛冬;自身失去生命值时，敌方手牌永久提高1点行动点消耗（每回合至多发动1次）;0;22;0;0;26;0;0;99;1;0;1;-1;1;0
20123;华纳神王;己方回合开始时，自身提高5点生命值上限;0;6;0;1;6;0;0;1;5;0;-1;-1;1;0
20124;华纳神王;每获得1张卡，+1攻击力（持续1回合，每回合至多发动3次）;0;27;0;1;6;0;0;25;17;0;3;-1;1;0
20125;华纳神王;攻击时，自身永久+1攻击力（每回合至多发动2次）;0;40;0;1;6;0;0;3;1;0;1;-1;1;0
20126;华纳神王;命中敌人时，己方全体获得【圣盾】（每回合至多发动1次）;0;11;0;1;7;0;0;25;3;0;1;-1;1;0
20127;盛夏;己方回合开始时，随机获得1张【夏日祝福】;0;6;0;1;5;0;0;104;39996,35,39997,25,39998,40;0;-1;-1;1;0
20128;盛夏;离场时，己方随机单位永久+3攻击力;0;21;0;1;4;2;0;3;3;0;-1;-1;1;0
20129;盛夏;己方回合开始时，己方全体本回合+1攻击力。;0;6;0;1;7;0;0;25;45;0;-1;-1;1;0
20133;盛夏;敌方回合开始时，敌方获得1张【酷热】;0;31;0;0;5;0;0;21;39995;0;-1;-1;1;0
20134;盛夏;无法装填，攻击后离场。己方回合开始时，己方全体+1攻击力（持续1回合）。离场时，己方随机单位永久+3攻击力;0;3;0;1;6;0;0;1;-99;20128,20129;-1;-1;1;0
20135;天之木铎;【忍耐】3，攻击解除敌方单位迷雾时，己方所有单位获得3点生命值（每回合至多发动2次），被命中时（普通攻击／弹幕攻击）永久+2攻击力（每回合至多发动2次）;0;38;0;1;7;0;0;1;3;201351,201352;2;-1;1;0
201351;天之木铎;【忍耐】3;0;22;0;1;6;0;0;110;3;0;-1;-1;1;0
201352;天之木铎;被命中时（普通攻击／弹幕攻击）永久+2攻击力（每回合至多发动2次）;0;20;0;1;6;0;0;3;2;0;2;-1;1;0
20237;贪婪之祸;与梅尼亚同时在场时，每回合永久＋1攻击力，己方所有单位获得2点生命值;0;36;0;1;7;0;0;1;2;0;-1;-1;1;0
20238;强欲之灾;与梅尼亚同时在场时，每回合永久＋1攻击力，提高3点生命值上限。并获得1张神迹卡［强欲之灾］（己方单体＋2护盾）。当梅尼娅离场时，菲妮娅一同离场。;0;36;0;1;7;0;0;1;2;0;-1;-1;1;0
20288;良禽;与天探女同时在场时，己方回合开始时，己方所有单位获得【圣盾】，＋4攻击力，持续1回合。当天探女离场时，天若日子一同离场。;0;36;0;1;7;0;0;25;39;0;-1;-1;1;0
20290;往来常世;自身失去生命值时，自身随机移动至迷雾区域（无迷雾时原地不动）。自身+护盾时，获得【常世异术】（每回合至多发动1次）。;0;2;0;1;6;0;0;113;20291,20292,20293;0;1;-1;1;0
20291;往来常世;自身+护盾时，己方随机覆盖1格迷雾（每回合至多发动4次）。;0;2;0;1;22;2;0;7;1;0;4;-1;1;0
20292;往来常世;敌方回合开始时，获得1张【常世渡】（行动点消耗：5，所有单位攻击力变为3，持续1回合，单局游戏至多获得3张）。;0;31;0;1;5;0;0;21;39990;0;-1;3;1;0
20293;往来常世;任意附属神离场时，召唤1体【和魂】（单局游戏至多发动1次）（和魂：攻击力：0／生命值：1。【坚壁】，【永生】）;0;8;0;1;1;2;0;6;29920;0;-1;1;1;0
20294;常世渡;所有单位攻击力变为3，持续1回合。;0;0;0;2;7;0;0;25;50;0;-1;-1;1;0
