编号;名称;种类;技能名称;攻击力;生命值;技能;势力;画师;CV;技能发动;语音阵亡;语音攻击1;语音攻击2;语音杂谈1;语音杂谈2;基本信息;背景描述;故事1;故事2;故事3;故事4;故事5;调试中
36002;海原的援军;红;;;;秘术：当敌方装填弹幕卡时，敌方全体【清除】。己方所有单位永久＋1攻击力;;;;;;;;;;♂;;;;;;;0
36003;魂归之处;红;;;;舍弃所有手牌，己方全场覆盖迷雾;;;;;;;;;;思念与信仰的差别就像小点与蛋糕，吃的够多总会有效;;;;;;;0
36004;矮马逊;金;;;;随机获得2张品质为稀有的弹幕卡;;;;;;;;;;“这个和我订的不一样……”“一旦开封恕不退换，感谢您使用矮马逊”;;;;;;;0
36005;大地繁盛;红;;;;己方单体获得15点生命值;;;;;;;;;;种花得花，视品种也能得到果子;;;;;;;0
36006;争议;银;;;;秘术：当敌方使用神迹卡时，将该神迹卡无效化;;;;;;;;;;现在入信还送三世转生优惠！再加送转生福利套装！;;;;;;;0
36007;追寻神秘;金;;;;随机获得3张品质为普通的神迹卡;;;;;;;;;;命运总是青睐有冒险精神之人。;;;;;;;0
36008;动员令;金;;;;己方每存在一个单位，就恢复1点行动点;;;;;;;;;;“Onkel Odin ønsker du”;;;;;;;0
36009;故土难离;红;;;;敌方所有单位失去5点生命值，【封足】，持续1 回合;;;;;;;;;;“好热啊。”“是的，真是好热啊。”;;;;;;;0
36010;践行天意;金;;;;所有单位装填时间－1;;;;;;;;;;伟大领袖的教诲将缔造更多足够伟大的领袖;;;;;;;0
36011;龙之幻影;红;;;;秘术：当携带此秘术的单位失去生命值时，敌方全体失去10点生命值;;;;;;;;;;只要努力锻炼，一定能拥有完美的身体构造！;;;;;;;0
36012;亲密无间;金;;;;敌方所有单位失去7点生命值;;;;;;;;;;投入和产出多数时候成正比，感情亦然;;;;;;;0
36013;青春的气息;金;;;;敌方所有单位造失去4点生命值，己方所有单位获得4点生命值;;;;;;;;;;姐妹爱是很美好的。;;;;;;;0
36014;任务完成;红;;;;随机获得1张品质为传说的弹幕卡;;;;;;;;;;奖励：胜利之剑，职业：战士“这个我不能装备啊，真是的……”;;;;;;;0
36015;天命护卫;金;;;;秘术：当携带此秘术的单位被命中失去生命值时，随机移动至迷雾区域（无迷雾时原地不动），＋5护盾;;;;;;;;;;若此身消亡愿大志长存;;;;;;;0
36016;昔日荣光;金;;;;己方所有单位永久＋1攻击力;;;;;;;;;;想当年……;;;;;;;0
36017;雪之舞蹈会;金;;;;秘术：当敌方使用神迹卡时，获得该神迹卡的复制，复制所得的神迹卡行动点消耗为0;;;;;;;;;;尽情舞动吧，直至死亡。;;;;;;;0
36018;月食;红;;;;所有处于迷雾的单位失去5点生命值;;;;;;;;;;蒙昧者有蒙昧者获取力量的方式;;;;;;;0
36019;再起的大愿;红;;;;召唤2体［国津神］（攻击力：1／生命值：9。【坚壁】）;;;;;;;;;;胸中秘藏不可向外人道的大志;;;;;;;0
36020;智囊;红;;;;己方所有单位【封刃】，持续2回合，己方所有单位＋5护盾;;;;;;;;;;休息，休息一下;;;;;;;0
36021;暗之美食家;红;;;;秘术：当敌方装填弹幕卡时，敌方所有单位失去3点生命值，己方所有单位装填时间－1;;;;;;;;;;黑暗料理爱好者;;;;;;;0
36022;八塩折;红;;;;;;;;;;;;;;高浓度，成年之后最好也不要喝的酒。;;;;;;;0
36023;波乱煽动者;红;;;;敌方所有单位失去7点生命值，己方所有单位永久－2攻击力;;;;;;;;;;“听说，阿斯嘉德打算下调给华纳神的养老金呢……”;;;;;;;0
36024;不朽秘法;红;;;;己方全场覆盖迷雾，己方所有单位获得10点生命值;;;;;;;;;;“客人，这身真适合你呢。”“诶诶诶？是吗，诶嘿嘿……”;;;;;;;0
36025;代言人;红;;;;舍弃所有手牌，己方所有单位＋4攻击力，持续1回合;;;;;;;;;;两面不讨好的典型;;;;;;;0
36026;反逆煽动者;红;;;;己方主神失去9点生命值，己方所有单位永久＋2攻击力;;;;;;;;;;“主公您这样的才能不应该屈居于此……”;;;;;;;0
36029;祸水;金;;;;敌方全场覆盖迷雾，敌方所有单位失去10点生命值;;;;;;;;;;地板黏糊糊的;;;;;;;0
36030;家族之绊;红;;;;己方所有单位获得【圣盾】，永久＋2攻击力;;;;;;;;;;血缘总是一种牵绊，不管当事人是否喜欢;;;;;;;0
36031;净除;红;;;;秘术：当敌方装填弹幕卡时，敌方全体【清除】。己方所有单位获得4点生命值;;;;;;;;;;物质化让心灵腐朽，信仰则是心灵的净土;;;;;;;0
36032;莫非王土;红;;;;;;;;;;;;;;乘着风，去往远方，将王的威名传颂;;;;;;;0
36034;瑟缩;红;;;;;;;;;;;;;;逃避会远离胜利，但会接近生存。;;;;;;;0
36035;沙海的诅咒;红;;;;;;;;;;;;;;人构筑的繁荣之世，最终都将随风逝去，只留下黄沙，和跨越了这一切的强者。;;;;;;;0
36036;蛇之道;红;;;;敌方随机舍弃1张手牌;;;;;;;;;;今晚加餐;;;;;;;0
36037;神算鬼谋;红;;;;己方卡组中所有弹幕卡＋4攻击力;;;;;;;;;;非预期风险防范和最大程度降低可能风险的完美结合;;;;;;;0
36038;胜利赐予者;红;;;;己方所有单位失去9点生命值，解除敌方全场迷雾;;;;;;;;;;“老娘是希格德莉法！！！”;;;;;;;0
36039;嗜罪深渊;红;;;;;;;;;;;;;;罪人数个，盐少量，开大火，煮几个世纪。;;;;;;;0
36041;守墓恶咒;红;;;;;;;;;;;;;;内有恶犬;;;;;;;0
36042;水镜;红;;;;;;;;;;;;;;预知是百害而无一益的能力，而占卜是借预知之名操纵人心之法;;;;;;;0
36045;唯物论之盾;金;;;;舍弃所有手牌，己方所有单位获得【圣盾】，＋7护盾;;;;;;;;;;什么都可以防御的盾是不存在的，嗯，这就是唯物论;;;;;;;0
36046;误入歧途;红;;;;己方主神失去15点生命值，恢复3点行动点。;;;;;;;;;;“看什么看？！”;;;;;;;0
36051;因幡的引导;金;;;;舍弃所有手牌，己方所有单位永久＋1移动力（若本回合已移动过的单位装填该卡，将无法移动）;;;;;;;;;;“要迟到了要迟到了！”“给我等等，这个不对吧。”;;;;;;;0
36052;永恒大食会;金;;;;己方所有单位失去9点生命值，装填时间－2;;;;;;;;;;自助餐;;;;;;;0
36054;责任者;银;;;;恢复1点行动点;;;;;;;;;;摊上事了。;;;;;;;0
36055;战士的休息;金;;;;所有单位装填时间＋2，所有单位永久＋1攻击力;;;;;;;;;;系统维护中……;;;;;;;0
36056;土魔像;金;;;;;;;;;;;;;;打扫，洗衣，做饭，每个家里都应该有这样一台。;;;;;;;0
36057;喧嚣的林精;金;;;;;;;;;;;;;;死去的树木中寄宿着怨恨;;;;;;;0
36058;英灵之酒;红;;;;;;;;;;;;;;瓦尔哈拉夏季特饮好评贩售中，由瓦尔基里酒场提供。;;;;;;;
36059;怪谈;红;;;;;;;;;;;;;;骗，骗人…居然…停住了……;;;;;;;
36060;夏之娱乐场;红;;;;;;;;;;;;;;除沙滩排球外，还有游泳与日光浴等活动……和一般的海滩也没啥不同嘛！;;;;;;;
36061;混元变易;金;;;;;;;;;;;;;;;;;;;;;0
36062;暗影变易;金;;;;;;;;;;;;;;;;;;;;;0
36666;幸运爆弹;红;;;;【业火】;;;;;;;;;;嘭！;;;;;;;0
38001;龙首之玉;红;;;;;;;;;;;;;;由地热…龙脉之力驱动。;;;;;;;
38003;蓬莱玉枝;红;;;;;;;;;;;;;;宝石所映之光其价更胜宝石本身。;;;;;;;
38004;守护亡者;;;;;;;;;;;;;;;防尘防虫防晒，锁住水分，有效抵挡紫外线对皮肤的伤害。;;;;;;;0
38005;死者的归所;;;;;;;;;;;;;;;被做成木乃伊的请在这边排队，没有的请去对面的一般通道;;;;;;;0
38007;龙之幻影;;;;;双方抽1张卡;;;;;;;;;;只要努力锻炼，一定能拥有完美的身体构造！;;;;;;;
38008;天眼;;;;;己方抽3张卡，弃1张卡;;;;;;;;;;注意摄像头;;;;;;;
38009;国土镇护;;;;;清除双方所有单位护盾;;;;;;;;;;土地的价值由上面居住的生灵决定。;;;;;;;
38010;公主的豪华;;;;;己方随机单位＋10护盾;;;;;;;;;;最贵的部分是当季新品粉底和彩妆还有口红。;;;;;;;
38011;水镜;;;;;敌方所有单位失去2点生命值，己方所有单位-4护盾;;;;;;;;;;预知是百害而无一益的能力，而占卜是借预知之名操纵人心之法;;;;;;;
38012;现役;;;;;敌方随机3个单位失去3点生命值;;;;;;;;;;年轻人尚不成气候，老将还不能安心朽去;;;;;;;
38013;幸运爆弹;;;;;自身被命中时，敌方所有单位失去2点生命值;;;;;;;;;;嘭！幸运终究只是庇护有信仰的人;;;;;;;
38014;再生;;;;;自身被命中时，获得6点生命值，永久+2攻击力;;;;;;;;;;死只是一瞬，生命总会以某种形式延续下去;;;;;;;
38015;旭日的仪仗;;;;;自身被命中时，己方所有单位获得6点生命值;;;;;;;;;;盛极必衰;;;;;;;
38016;贤者之妒;;;;;敌方回合开始时，敌方随机附属神【封刃】，持续1回合;;;;;;;;;;嫉妒和爱都使人疯狂;;;;;;;
38021;霹雳;;;;;;;;;;;;;;;云中闪耀之物，可撼万钧。;;;;;;;
38022;铁律;;;;;;;;;;;;;;;στον　Όλυμπο　υπό　το　λάβαρο　της　Ένωση　ως　έναν;;;;;;;
38023;天命反转;;;;;;;;;;;;;;;众多的意志与牺牲，终将汇聚成扭转既定命运的力量。;;;;;;;
38031;大同;;;;;双方舍弃所有手牌，全场覆盖迷雾。;;;;;;;;;;干杯~！;;;;;;;
38032;先见之明;;;;;;;;;;;;;;;大事发生前皆有预兆。;;;;;;;
38111;财富;银;;;;;;;;;;;;;;;;;;;;;0
38112;贪婪之祸;银;;;;;;;;;;;;;;;;;;;;;0
38113;强欲之灾;银;;;;;;;;;;;;;;;;;;;;;0
39005;启明星;银;;;;指定区域解除迷雾;;;;;;;;;;晨星，以神之长子的力量照亮世间;;;;;;;0
39012;热血激励;银;;;;己方单体获得8点生命值;;;;;;;;;;;;;;;;;0
39111;咸鱼神使;;;;;;;;;;;;;;;很好，很咸。;;;;;;;
39112;喧嚣的林精;金;;;;;;;;;;;;;;死去的树木中寄宿着怨恨;;;;;;;
41000;原初;;;;;;;;;;;;;;;活动用卡牌;;;;;;;
41001;风切刃;金;;;;装填时，失去3点生命值;;;;;;;;;;剑其实是借来的;;;;;;;0
41002;十握剑·雷;金;;;;装填时，获得【圣盾】;;;;;;;;;;此身即为利刃，拳之一闪便是雷光;;;;;;;0
41003;鲸波;金;;;;装填时，获得【圣盾】;;;;;;;;;;只要击中正确的对象，小水滴也能超越巨浪;;;;;;;0
41004;涂丹箭;金;;;;装填时，失去3点生命值;;;;;;;;;;此箭既可得生，亦可为死;;;;;;;0
41005;月之矢;红;;;;全领域冲击;;;;;;;;;;怎么看都只是个大号的萝卜而已，除了上面那些可疑的螺丝钉;;;;;;;0
41006;赫;金;;;;装填时，失去3点生命值;;;;;;;;;;神的愤怒只打击不信者，因为有很多神，其实还是挺公平的打击了所有人;;;;;;;0
41007;查拉斯图拉;红;;;;装填时，【封足】持续1回合，攻击时，无法解除敌方迷雾;;;;;;;;;;与其说是神力，不如说人其实也能做到？;;;;;;;0
41008;暴乱之炎;银;;;;攻击时，无法解除敌方迷雾;;;;;;;;;;大部分神都很喜欢，优质高效的神力展示形式，只是信徒们就……;;;;;;;0
41009;十握太刀;银;;;;常规伤害弹幕;;;;;;;;;;好钢用在刀刃上，足够多的话也可以用在整把刀上;;;;;;;0
41010;巨岩冲击;银;;;;常规伤害弹幕;;;;;;;;;;火+可燃物凝块，挺科学的构成，只要不是从空无一物的空中掉下来的话……;;;;;;;0
41011;奔逃的亡者;银;;;;常规伤害弹幕;;;;;;;;;;这是哪里？我是谁？;;;;;;;0
41012;反抗军;金;;;;装填时，失去3点生命值，攻击时，无法解除敌方迷雾;;;;;;;;;;年复一年，日复一日积攒着反抗压迫的力量;;;;;;;0
41013;记忆破坏魔法;金;;;;装填时，失去3点生命值;;;;;;;;;;（物理）;;;;;;;0
41014;胧箭;金;;;;装填时，＋2护盾;;;;;;;;;;空中之月说不定只是水中的光投影在空间中的倒影，就如人身说不定只是意识在虚空中的投影一般;;;;;;;0
41015;轻浪;银;;;;攻击时，无法解除敌方迷雾;;;;;;;;;;小水滴多数时候只是小水滴而已;;;;;;;0
41016;熔毁;金;;;;装填时，获得【圣盾】;;;;;;;;;;火焰是破坏的基本形式，无法在火焰上构筑任何事物，梦亦如是;;;;;;;0
41018;同心之光;银;;;;攻击时，无法解除敌方迷雾;;;;;;;;;;闪瞎那群单身狗;;;;;;;0
41019;鸟之道;红;;;;;;;;;;;;;;食物链;;;;;;;0
41020;清平之梦;;;;;;;;;;;;;;;如果活在梦里更幸福，为何又要醒来呢？;;;;;;;
42001;雷神之锤;金;;;;装填时，获得【圣盾】;;;;;;;;;;I’M ODIN’S SON！！！;;;;;;;0
42002;永恒之枪;;;;;装填时，解除装填单位所在迷雾;;;;;;;;;;;;;;;;;
42003;憎恨之幕;红;;;;装填时，自身足禁一回合，攻击时，无法驱散迷雾。;;;;;;;;;;现充都爆炸去吧！爆炸去吧！！！;;;;;;;0
42004;胜利之剑;红;;;;装填时，永久＋1攻击力;;;;;;;;;;为使用者带来胜利……多数时候是如此;;;;;;;0
42005;光鳞;银;;;;装填时，解除装填单位所在迷雾;;;;;;;;;;偶尔也会出现在少女漫画中的奇怪闪光;;;;;;;0
42010;女武神突击;金;;;;装填时，失去3点生命值;;;;;;;;;;婚活进行中！;;;;;;;0
43001;阳;银;;;;装填时，解除装填单位所在迷雾;;;;;;;;;;SUN OF THE BEACH！;;;;;;;0
43002;开山;银;;;;攻击时，无法解除敌方迷雾;;;;;;;;;;比起斧头这种东西，摧毁山壁还是爆破比较快;;;;;;;0
43003;奔逃的村人;金;;;;装填时，＋2护盾;;;;;;;;;;高位者争斗低位者遭殃，遭殃的低位者又将成为高位者争斗的材料;;;;;;;0
43004;灵符击;金;;;;装填时，获得【圣盾】;;;;;;;;;;所谓秘术，就是让知道的人越少越好;;;;;;;0
43005;阴;银;;;;攻击时，无法解除敌方迷雾;;;;;;;;;;被击中的部位会产生黑色素沉淀，配合【阳】使用效果更佳;;;;;;;0
43006;残月怒雪击;银;;;;装填时，解除装填单位所在迷雾;;;;;;;;;;什么？这、这是近战！？;;;;;;;0
